00:00,80,休息
00:03,85,休息
00:06,81,休息
00:09,83,休息
00:12,79,休息
00:15,80,休息
00:18,84,休息
00:21,80,休息
00:24,72,休息
00:27,82,休息
00:30,82,休息
00:33,88,休息
00:36,89,休息
00:39,83,休息
00:42,80,休息
00:45,76,休息
00:48,81,休息
00:51,91,休息
00:54,85,休息
00:57,1,休息
01:00,1,休息
01:03,82,休息
01:06,84,休息
01:09,80,休息
01:12,71,休息
01:15,86,休息
01:18,90,休息
01:21,83,休息
01:24,94,休息
01:27,86,休息
01:30,81,休息
01:33,82,休息
01:36,73,休息
01:39,76,休息
01:42,82,休息
01:45,83,休息
01:48,76,休息
01:51,1,休息
01:54,2,休息
01:57,91,休息
02:00,2,休息
02:03,1,休息
02:06,91,休息
02:09,91,休息
02:12,1,休息
02:15,81,休息
02:18,85,休息
02:21,79,休息
02:24,85,休息
02:27,73,休息
02:30,85,休息
02:33,85,休息
02:36,82,休息
02:39,85,休息
02:42,84,休息
02:45,84,休息
02:48,80,休息
02:51,79,休息
02:54,85,休息
02:57,78,休息
03:00,77,休息
03:03,2,休息
03:06,1,休息
03:09,89,休息
03:12,78,休息
03:15,83,休息
03:18,79,休息
03:21,76,休息
03:24,64,休息
03:27,80,休息
03:30,82,休息
03:33,70,休息
03:36,65,休息
03:39,65,休息
03:42,67,休息
03:45,74,休息
03:48,76,休息
03:51,64,休息
03:54,79,休息
03:57,1,休息
04:00,2,休息
04:03,1,休息
04:06,88,休息
04:09,86,休息
04:12,1,休息
04:15,88,休息
04:18,1,休息
04:21,2,休息
04:24,2,休息
04:27,2,休息
04:30,82,休息
04:33,74,休息
04:36,60,休息
04:39,67,休息
04:42,76,休息
04:45,70,休息
04:48,46,休息
04:51,71,休息
04:54,71,休息
04:57,61,休息
05:00,1,休息
05:03,69,休息
05:06,1,休息
05:09,1,休息
05:12,1,休息
05:15,1,休息
05:18,1,休息
05:21,1,休息
05:24,1,休息
05:27,1,休息
05:30,1,休息
05:33,1,休息
05:36,1,休息
05:39,1,休息
05:42,1,休息
05:45,1,休息
05:48,1,休息
05:51,1,休息
05:54,1,休息
05:57,1,休息
06:00,1,休息
06:03,1,休息
06:06,2,休息
06:09,1,休息
06:12,59,休息
06:15,40,休息
06:18,1,休息
06:21,1,休息
06:24,79,休息
06:27,82,休息
06:30,94,休息
06:33,94,休息
06:36,94,休息
06:39,93,休息
06:42,92,休息
06:45,89,休息
06:48,89,休息
06:51,89,休息
06:54,88,休息
06:57,87,休息
07:00,2,休息
07:03,2,休息
07:06,97,休息
07:09,1,跑步
07:12,90,跑步
07:15,90,跑步
07:18,70,跑步
07:21,86,搭公車
07:24,85,搭公車
07:27,86,搭公車
07:30,93,搭公車
07:33,81,搭公車
07:36,90,搭公車
07:39,88,跑步
07:42,88,跑步
07:45,1,滑手機
07:48,85,寫作業
07:51,82,寫作業
07:54,81,寫作業
07:57,84,寫作業
08:00,1,寫作業
08:03,1,寫作業
08:06,98,跑步
08:09,93,寫作業
08:12,86,寫作業
08:15,87,寫作業
08:18,82,寫作業
08:21,82,寫作業
08:24,70,寫作業
08:27,76,寫作業
08:30,74,寫作業
08:33,73,寫作業
08:36,85,寫作業
08:39,85,寫作業
08:42,62,寫作業
08:45,77,寫作業
08:48,81,寫作業
08:51,79,寫作業
08:54,73,寫作業
08:57,80,寫作業
09:00,1,寫作業
09:03,2,滑手機
09:06,1,滑手機
09:09,1,滑手機
09:12,2,寫作業
09:15,1,寫作業
09:18,1,寫作業
09:21,1,寫作業
09:24,1,寫作業
09:27,2,寫作業
09:30,1,寫作業
09:33,1,寫作業
12:27,2,滑手機
12:30,2,滑手機
12:33,2,滑手機
12:36,2,滑手機
12:39,2,休息
12:42,2,休息
12:45,2,休息
12:48,2,休息
12:51,2,休息
12:54,2,休息
12:57,2,休息
13:00,2,休息
13:03,2,休息
13:06,2,跑步
13:09,2,跑步
13:12,2,跑步
13:15,2,跑步
13:18,2,寫作業
13:21,2,寫作業
13:24,2,寫作業
13:27,2,寫作業
13:30,2,寫作業
13:33,2,寫作業
13:36,2,寫作業
13:39,2,寫作業
13:42,2,寫作業
13:45,2,寫作業
13:48,2,寫作業
13:51,2,寫作業
13:54,2,寫作業
13:57,2,寫作業
14:00,2,寫作業
14:03,2,寫作業
14:06,2,寫作業
14:09,2,寫作業
14:12,2,寫作業
14:15,2,寫作業
14:18,2,寫作業
14:21,2,寫作業
14:24,2,寫作業
14:27,2,寫作業
14:30,2,寫作業
14:33,2,寫作業
14:36,2,寫作業
14:39,2,寫作業
14:42,2,寫作業
14:45,2,寫作業
14:48,2,寫作業
14:51,2,寫作業
14:54,2,寫作業
14:57,2,寫作業
15:00,2,寫作業
15:03,2,寫作業
15:06,2,跑步
15:09,2,跑步
15:12,2,網球
15:15,2,網球
15:18,2,寫作業
15:21,2,寫作業
15:24,2,寫作業
15:27,2,寫作業
15:30,2,寫作業
15:33,2,寫作業
15:36,2,寫作業
15:39,2,寫作業
15:42,37,寫作業
15:45,41,寫作業
15:48,27,寫作業
15:51,25,寫作業
15:54,22,寫作業
15:57,22,寫作業
